SKU;Qtd_Vendida;Loja;Data_da_Venda;Codigo_Cliente
HL1023;5;Belo Horizonte;2018-07-22;470
HL1024;1;Guarulhos;2018-07-22;75
HL1001;1;Campinas;2018-07-22;640
HL1014;2;Goiânia;2018-07-22;116
HL1020;2;Porto Alegre;2018-07-22;112
HL1012;1;São Paulo;2018-07-22;57
HL1021;4;Fortaleza;2018-07-22;426
HL1004;3;Porto Alegre;2018-07-23;221
HL1024;4;Porto Alegre;2018-07-23;668
HL1012;4;Recife;2018-07-23;197
HL1007;4;São Paulo;2018-07-23;314
HL1019;3;Salvador;2018-07-23;482
HL1012;3;Fortaleza;2018-07-23;130
HL1016;1;Porto Alegre;2018-07-23;474
HL1019;5;Recife;2018-07-23;234
HL1004;4;Fortaleza;2018-07-23;781
HL1001;4;Goiânia;2018-07-23;615
HL1017;4;Campinas;2018-07-23;265
HL1003;4;Recife;2018-07-23;144
HL1009;1;Goiânia;2018-07-23;821
HL1021;1;Recife;2018-07-23;5
HL1012;4;Niterói;2018-07-23;671
HL1003;1;Belo Horizonte;2018-07-23;470
HL1021;5;Belo Horizonte;2018-07-23;550
HL1012;4;Porto Alegre;2018-07-23;474
HL1013;4;São Paulo;2018-07-23;718
HL1024;2;São Paulo;2018-07-23;111
HL1003;3;Porto Alegre;2018-07-23;668
HL1018;5;Salvador;2018-07-23;437
HL1010;2;Salvador;2018-07-23;646
HL1003;2;Belo Horizonte;2018-07-23;391
HL1018;5;Campinas;2018-07-23;607
HL1021;2;Salvador;2018-07-23;54
HL1020;5;Guarulhos;2018-07-23;403
HL1020;4;Campinas;2018-07-23;722
HL1024;1;Salvador;2018-07-23;34
HL1016;4;Porto Alegre;2018-07-24;669
HL1017;3;Guarulhos;2018-07-24;83
HL1002;2;São Paulo;2018-07-24;776
HL1009;3;Guarulhos;2018-07-24;496
HL1011;3;Campinas;2018-07-24;529
HL1021;4;Fortaleza;2018-07-24;480
HL1007;1;Belo Horizonte;2018-07-24;123
HL1014;1;Salvador;2018-07-24;247
HL1006;2;Belo Horizonte;2018-07-24;724
HL1003;4;Guarulhos;2018-07-24;344
HL1010;5;Recife;2018-07-24;500
HL1009;2;Guarulhos;2018-07-24;479
HL1015;5;Guarulhos;2018-07-24;67
HL1018;3;Guarulhos;2018-07-24;536
HL1019;1;Fortaleza;2018-07-24;609
HL1011;5;Campinas;2018-07-24;108
HL1007;4;Nova Iguaço;2018-07-24;717
HL1022;5;Salvador;2018-07-24;216
HL1001;5;Recife;2018-07-24;777
HL1017;5;Rio de Janeiro;2018-07-24;99
HL1006;2;Campinas;2018-07-24;243
HL1012;4;Goiânia;2018-07-24;759
HL1008;5;Goiânia;2018-07-24;291
HL1008;4;Nova Iguaço;2018-07-24;477
HL1001;5;Nova Iguaço;2018-07-24;452
HL1007;5;Guarulhos;2018-07-24;433
HL1012;2;Campinas;2018-07-24;289
HL1024;2;Porto Alegre;2018-07-24;669
HL1021;2;São Paulo;2018-07-24;57
HL1017;2;Goiânia;2018-07-24;65
HL1019;2;Belo Horizonte;2018-07-24;693
HL1006;4;Belo Horizonte;2018-07-24;693
HL1005;1;Guarulhos;2018-07-24;153
HL1011;2;Belo Horizonte;2018-07-24;631
HL1009;2;Guarulhos;2018-07-24;142
HL1008;3;Niterói;2018-07-24;654
HL1024;1;Curitiba;2018-07-24;812
HL1001;1;Curitiba;2018-07-24;535
HL1006;5;Recife;2018-07-24;5
HL1011;2;Guarulhos;2018-07-25;260
HL1011;1;Rio de Janeiro;2018-07-25;194
HL1020;2;Curitiba;2018-07-25;686
HL1015;5;Porto Alegre;2018-07-25;624
HL1020;5;Niterói;2018-07-25;350
HL1013;4;Recife;2018-07-25;494
HL1019;4;Campinas;2018-07-25;395
HL1023;2;Salvador;2018-07-25;712
HL1005;1;Campinas;2018-07-25;485
HL1015;2;Curitiba;2018-07-25;705
HL1017;2;Guarulhos;2018-07-25;102
HL1005;4;Nova Iguaço;2018-07-25;791
HL1007;5;Recife;2018-07-25;165
HL1014;1;Campinas;2018-07-25;659
HL1008;1;Fortaleza;2018-07-25;818
HL1012;3;Fortaleza;2018-07-25;133
HL1017;5;Nova Iguaço;2018-07-25;627
HL1017;2;Fortaleza;2018-07-25;215
HL1002;3;Rio de Janeiro;2018-07-25;28
HL1001;4;Fortaleza;2018-07-25;503
HL1003;4;Recife;2018-07-25;277
HL1023;1;Porto Alegre;2018-07-25;801
HL1004;5;Campinas;2018-07-25;766
HL1020;4;Goiânia;2018-07-25;614
HL1020;1;Nova Iguaço;2018-07-25;585
HL1007;5;Guarulhos;2018-07-25;75
HL1010;2;Salvador;2018-07-25;790
HL1009;5;Curitiba;2018-07-25;705
HL1019;4;Salvador;2018-07-25;252
HL1001;2;Belo Horizonte;2018-07-26;626
HL1009;1;Guarulhos;2018-07-26;272
HL1004;1;Belo Horizonte;2018-07-26;497
HL1017;4;Guarulhos;2018-07-26;399
HL1018;5;Recife;2018-07-26;32
HL1005;3;Salvador;2018-07-26;82
HL1018;4;São Paulo;2018-07-26;261
HL1007;3;São Paulo;2018-07-26;725
HL1013;4;Campinas;2018-07-26;423
HL1006;4;Goiânia;2018-07-26;685
HL1014;1;Campinas;2018-07-26;552
HL1013;2;Fortaleza;2018-07-26;91
HL1018;4;Curitiba;2018-07-26;346
HL1017;3;Recife;2018-07-26;197
HL1024;5;Campinas;2018-07-26;607
HL1010;4;São Paulo;2018-07-26;718
HL1008;2;Goiânia;2018-07-26;225
HL1011;2;Campinas;2018-07-26;45
HL1007;2;Campinas;2018-07-26;770
HL1015;1;Guarulhos;2018-07-26;260
HL1018;3;Nova Iguaço;2018-07-26;355
HL1013;1;Fortaleza;2018-07-26;292
HL1011;5;Recife;2018-07-26;633
HL1008;3;Nova Iguaço;2018-07-26;281
HL1023;1;Guarulhos;2018-07-26;561
HL1002;3;Nova Iguaço;2018-07-26;490
HL1021;5;Campinas;2018-07-26;86
HL1021;4;Rio de Janeiro;2018-07-26;194
HL1015;2;Campinas;2018-07-26;36
HL1009;2;São Paulo;2018-07-27;314
HL1003;2;Guarulhos;2018-07-27;47
HL1020;5;Belo Horizonte;2018-07-27;388
HL1012;5;Fortaleza;2018-07-27;519
HL1014;4;Nova Iguaço;2018-07-27;591
HL1021;3;Guarulhos;2018-07-27;358
HL1007;3;Guarulhos;2018-07-27;47
HL1008;4;São Paulo;2018-07-27;160
HL1020;4;Rio de Janeiro;2018-07-27;405
HL1022;2;Nova Iguaço;2018-07-27;420
HL1005;2;Nova Iguaço;2018-07-27;701
HL1004;5;São Paulo;2018-07-27;160
HL1024;2;Guarulhos;2018-07-27;47
HL1017;1;Salvador;2018-07-27;237
HL1022;3;Rio de Janeiro;2018-07-27;749
HL1004;5;Recife;2018-07-27;380
HL1007;4;Goiânia;2018-07-27;605
HL1013;4;São Paulo;2018-07-27;424
HL1019;2;Guarulhos;2018-07-27;153
HL1012;5;Belo Horizonte;2018-07-27;626
HL1008;2;Fortaleza;2018-07-27;503
HL1001;5;Campinas;2018-07-27;505
HL1021;3;Nova Iguaço;2018-07-27;420
HL1006;4;Belo Horizonte;2018-07-27;497
HL1002;3;Niterói;2018-07-27;807
HL1022;1;Guarulhos;2018-07-27;83
HL1013;3;Guarulhos;2018-07-27;600
HL1015;1;Nova Iguaço;2018-07-27;516
HL1003;1;Fortaleza;2018-07-27;215
HL1023;5;São Paulo;2018-07-27;776
HL1016;2;Rio de Janeiro;2018-07-27;155
HL1012;1;Goiânia;2018-07-27;738
HL1021;2;Nova Iguaço;2018-07-28;223
HL1009;4;Curitiba;2018-07-28;533
HL1004;1;Nova Iguaço;2018-07-28;690
HL1018;4;Campinas;2018-07-28;208
HL1005;2;Campinas;2018-07-28;139
HL1008;2;Rio de Janeiro;2018-07-28;52
HL1021;5;Guarulhos;2018-07-28;596
HL1016;4;São Paulo;2018-07-28;57
HL1006;4;Guarulhos;2018-07-28;37
HL1004;3;Curitiba;2018-07-28;419
HL1007;2;Niterói;2018-07-28;146
HL1018;3;Fortaleza;2018-07-28;288
HL1013;5;São Paulo;2018-07-28;446
HL1024;4;São Paulo;2018-07-28;209
HL1023;1;Porto Alegre;2018-07-28;811
HL1022;3;São Paulo;2018-07-28;57
HL1013;3;Recife;2018-07-28;376
HL1024;2;Campinas;2018-07-28;108
HL1016;3;Rio de Janeiro;2018-07-28;44
HL1002;4;Recife;2018-07-28;777
HL1006;5;Guarulhos;2018-07-28;587
HL1014;4;Curitiba;2018-07-28;493
HL1015;1;Campinas;2018-07-28;411
HL1020;5;Campinas;2018-07-28;309
HL1002;2;Niterói;2018-07-28;464
HL1005;4;Belo Horizonte;2018-07-28;631
HL1010;5;Campinas;2018-07-28;659
HL1003;4;Niterói;2018-07-28;434
HL1012;1;Salvador;2018-07-29;700
HL1016;4;Nova Iguaço;2018-07-29;14
HL1016;5;Campinas;2018-07-29;755
HL1022;4;Porto Alegre;2018-07-29;664
HL1024;2;Porto Alegre;2018-07-29;522
HL1010;1;Fortaleza;2018-07-29;286
HL1004;2;Guarulhos;2018-07-29;41
HL1007;4;Rio de Janeiro;2018-07-29;331
HL1019;3;São Paulo;2018-07-29;114
HL1013;1;Curitiba;2018-07-29;741
HL1023;5;Recife;2018-07-29;653
HL1017;2;Recife;2018-07-29;335
HL1013;5;Curitiba;2018-07-29;217
HL1014;4;Goiânia;2018-07-29;162
HL1015;1;Curitiba;2018-07-29;238
HL1024;1;Goiânia;2018-07-29;317
HL1012;4;Guarulhos;2018-07-29;206
HL1006;5;Campinas;2018-07-29;150
HL1020;4;Goiânia;2018-07-29;527
HL1006;3;Porto Alegre;2018-07-29;522
HL1006;5;Nova Iguaço;2018-07-29;568
HL1013;4;Curitiba;2018-07-29;686
HL1023;2;Guarulhos;2018-07-29;548
HL1015;1;Fortaleza;2018-07-29;599
HL1016;4;Fortaleza;2018-07-29;163
HL1015;1;Recife;2018-07-29;459
HL1014;3;Campinas;2018-07-29;150
HL1005;1;Guarulhos;2018-07-29;311
HL1021;5;Nova Iguaço;2018-07-29;231
HL1022;5;São Paulo;2018-07-29;235
HL1012;5;Rio de Janeiro;2018-07-29;259
HL1001;5;Porto Alegre;2018-07-29;166
HL1005;1;Nova Iguaço;2018-07-30;543
HL1024;2;Guarulhos;2018-07-30;179
HL1007;5;Guarulhos;2018-07-30;564
HL1007;4;Porto Alegre;2018-07-30;696
HL1021;3;Campinas;2018-07-30;151
HL1018;1;Guarulhos;2018-07-30;577
HL1017;1;Nova Iguaço;2018-07-30;25
HL1006;4;São Paulo;2018-07-30;49
HL1012;3;Curitiba;2018-07-30;741
HL1020;4;Belo Horizonte;2018-07-30;721
HL1018;1;Campinas;2018-07-30;243
HL1011;2;Fortaleza;2018-07-30;255
HL1010;3;Campinas;2018-07-30;766
HL1013;4;Porto Alegre;2018-07-30;436
HL1005;1;Curitiba;2018-07-30;720
HL1013;5;Porto Alegre;2018-07-30;489
HL1012;2;Belo Horizonte;2018-07-30;497
HL1024;5;Guarulhos;2018-07-30;630
HL1015;1;Belo Horizonte;2018-07-30;397
HL1002;4;Salvador;2018-07-30;82
HL1006;5;Nova Iguaço;2018-07-30;576
HL1022;2;Recife;2018-07-30;398
HL1013;5;Curitiba;2018-07-30;714
HL1001;4;Campinas;2018-07-30;208
HL1022;2;Belo Horizonte;2018-07-30;660
HL1024;4;Guarulhos;2018-07-30;630
HL1008;3;Goiânia;2018-07-30;527
HL1016;3;Porto Alegre;2018-07-30;323
HL1005;2;Rio de Janeiro;2018-07-30;194
HL1019;3;Guarulhos;2018-07-30;596
HL1022;2;Curitiba;2018-07-30;699
HL1014;2;Fortaleza;2018-07-30;599
HL1001;5;Curitiba;2018-07-30;419
HL1012;3;São Paulo;2018-07-31;728
HL1022;4;Salvador;2018-07-31;109
HL1023;1;Belo Horizonte;2018-07-31;18
HL1022;2;Campinas;2018-07-31;431
HL1010;5;Fortaleza;2018-07-31;255
HL1011;4;Salvador;2018-07-31;559
HL1009;4;Niterói;2018-07-31;390
HL1017;5;Fortaleza;2018-07-31;802
HL1001;3;Belo Horizonte;2018-07-31;220
HL1011;4;São Paulo;2018-07-31;160
HL1023;5;Guarulhos;2018-07-31;127
HL1009;3;Niterói;2018-07-31;523
HL1005;1;Belo Horizonte;2018-07-31;470
HL1018;3;Belo Horizonte;2018-07-31;497
HL1019;3;Fortaleza;2018-07-31;599
HL1013;2;Niterói;2018-07-31;73
HL1008;4;Fortaleza;2018-07-31;781
HL1005;1;Niterói;2018-07-31;176
HL1008;1;Campinas;2018-07-31;639
HL1008;2;Campinas;2018-07-31;677
HL1016;1;Guarulhos;2018-07-31;179
HL1013;1;Niterói;2018-07-31;135
HL1011;5;Curitiba;2018-07-31;85
HL1010;1;Porto Alegre;2018-07-31;166
HL1004;3;Belo Horizonte;2018-07-31;359
HL1012;5;Niterói;2018-07-31;73
HL1006;1;Guarulhos;2018-07-31;528
HL1016;3;Campinas;2018-07-31;485
HL1008;2;Campinas;2018-08-01;150
HL1023;5;Curitiba;2018-08-01;560
HL1009;5;Fortaleza;2018-08-01;363
HL1002;4;Salvador;2018-08-01;534
HL1013;1;Guarulhos;2018-08-01;306
HL1011;2;Fortaleza;2018-08-01;796
HL1003;3;São Paulo;2018-08-01;665
HL1007;4;Salvador;2018-08-01;34
HL1004;2;Recife;2018-08-01;81
HL1019;4;Curitiba;2018-08-01;178
HL1023;3;Nova Iguaço;2018-08-01;578
HL1006;2;Curitiba;2018-08-01;61
HL1015;3;Recife;2018-08-01;5
HL1009;3;Recife;2018-08-01;547
HL1007;1;Recife;2018-08-01;376
HL1013;5;Nova Iguaço;2018-08-01;43
HL1012;1;São Paulo;2018-08-01;541
HL1005;4;Curitiba;2018-08-01;346
HL1009;3;Nova Iguaço;2018-08-01;556
HL1014;2;Niterói;2018-08-01;523
HL1023;1;Rio de Janeiro;2018-08-01;336
HL1007;4;São Paulo;2018-08-01;224
HL1006;2;Goiânia;2018-08-01;299
HL1001;5;Salvador;2018-08-01;790
HL1005;2;Guarulhos;2018-08-01;206
HL1018;5;Rio de Janeiro;2018-08-02;134
HL1006;2;Rio de Janeiro;2018-08-02;492
HL1003;1;Guarulhos;2018-08-02;179
HL1022;3;Salvador;2018-08-02;700
HL1002;1;Salvador;2018-08-02;275
HL1004;1;Rio de Janeiro;2018-08-02;125
HL1024;2;Salvador;2018-08-02;15
HL1014;5;Campinas;2018-08-02;150
HL1015;3;Rio de Janeiro;2018-08-02;545
HL1013;5;Fortaleza;2018-08-02;697
HL1003;1;Rio de Janeiro;2018-08-02;226
HL1016;4;Campinas;2018-08-02;511
HL1012;4;Goiânia;2018-08-02;387
HL1018;4;Belo Horizonte;2018-08-02;721
HL1024;2;Belo Horizonte;2018-08-02;497
HL1003;1;Belo Horizonte;2018-08-02;388
HL1002;5;Curitiba;2018-08-02;741
HL1020;3;Guarulhos;2018-08-02;600
HL1012;1;Belo Horizonte;2018-08-02;456
HL1015;3;Rio de Janeiro;2018-08-02;125
HL1018;3;Guarulhos;2018-08-02;392
HL1018;5;Salvador;2018-08-02;247
HL1013;1;Nova Iguaço;2018-08-02;402
HL1013;4;Guarulhos;2018-08-02;467
HL1004;3;Goiânia;2018-08-02;438
HL1010;1;Salvador;2018-08-03;170
HL1010;2;Curitiba;2018-08-03;619
HL1006;1;Porto Alegre;2018-08-03;64
HL1016;3;Porto Alegre;2018-08-03;371
HL1013;1;Niterói;2018-08-03;381
HL1020;1;São Paulo;2018-08-03;79
HL1021;1;Recife;2018-08-03;509
HL1008;5;Goiânia;2018-08-03;435
HL1018;1;Curitiba;2018-08-03;619
HL1021;4;Recife;2018-08-03;244
HL1008;3;Niterói;2018-08-03;222
HL1010;5;Rio de Janeiro;2018-08-03;771
HL1021;5;São Paulo;2018-08-03;314
HL1016;4;Belo Horizonte;2018-08-03;123
HL1020;4;Curitiba;2018-08-03;4
HL1008;1;Rio de Janeiro;2018-08-03;195
HL1015;4;Niterói;2018-08-03;276
HL1014;1;Curitiba;2018-08-03;442
HL1001;3;Salvador;2018-08-03;790
HL1014;4;Curitiba;2018-08-03;419
HL1003;5;Niterói;2018-08-03;350
HL1005;3;Niterói;2018-08-04;35
HL1005;1;Salvador;2018-08-04;34
HL1020;5;Guarulhos;2018-08-04;84
HL1003;3;Belo Horizonte;2018-08-04;58
HL1023;1;Guarulhos;2018-08-04;417
HL1021;3;Campinas;2018-08-04;201
HL1017;4;Campinas;2018-08-04;329
HL1017;3;Niterói;2018-08-04;280
HL1002;1;Niterói;2018-08-04;276
HL1018;5;Guarulhos;2018-08-04;26
HL1016;1;Curitiba;2018-08-04;271
HL1019;2;Porto Alegre;2018-08-04;221
HL1023;4;Recife;2018-08-04;81
HL1008;4;Recife;2018-08-04;158
HL1015;2;Rio de Janeiro;2018-08-04;362
HL1023;5;Curitiba;2018-08-04;345
HL1012;4;Guarulhos;2018-08-04;241
HL1008;3;Campinas;2018-08-04;151
HL1021;3;Guarulhos;2018-08-04;67
HL1010;5;Fortaleza;2018-08-04;657
HL1012;5;Belo Horizonte;2018-08-04;190
HL1014;5;Rio de Janeiro;2018-08-04;284
HL1023;2;Curitiba;2018-08-04;619
HL1021;1;Rio de Janeiro;2018-08-04;125
HL1017;5;Campinas;2018-08-04;422
HL1005;3;Guarulhos;2018-08-04;153
HL1017;3;Curitiba;2018-08-04;1
HL1001;1;São Paulo;2018-08-05;224
HL1001;1;Salvador;2018-08-05;34
HL1024;2;Porto Alegre;2018-08-05;112
HL1005;3;Curitiba;2018-08-05;705
HL1016;5;Nova Iguaço;2018-08-05;568
HL1019;5;Fortaleza;2018-08-05;279
HL1009;1;Porto Alegre;2018-08-05;606
HL1014;5;Curitiba;2018-08-05;1
HL1017;2;Recife;2018-08-05;117
HL1010;2;São Paulo;2018-08-05;235
HL1003;2;Guarulhos;2018-08-05;629
HL1004;5;Belo Horizonte;2018-08-05;651
HL1017;1;Campinas;2018-08-05;347
HL1006;4;Niterói;2018-08-05;228
HL1011;5;Guarulhos;2018-08-05;127
HL1014;1;Belo Horizonte;2018-08-05;456
HL1009;3;Curitiba;2018-08-05;343
HL1010;4;Guarulhos;2018-08-05;260
HL1011;1;Curitiba;2018-08-05;343
HL1021;3;Salvador;2018-08-05;481
HL1006;4;Niterói;2018-08-05;706
HL1011;1;Goiânia;2018-08-05;539
HL1008;2;Porto Alegre;2018-08-06;620
HL1021;5;Campinas;2018-08-06;108
HL1015;2;Porto Alegre;2018-08-06;554
HL1001;2;Salvador;2018-08-06;285
HL1024;5;Recife;2018-08-06;376
HL1004;2;Salvador;2018-08-06;712
HL1001;5;São Paulo;2018-08-06;408
HL1012;2;Guarulhos;2018-08-06;229
HL1024;3;Guarulhos;2018-08-06;205
HL1005;5;Salvador;2018-08-06;275
HL1009;5;Goiânia;2018-08-06;88
HL1005;1;Goiânia;2018-08-06;614
HL1014;2;Niterói;2018-08-06;798
HL1021;1;São Paulo;2018-08-06;665
HL1004;3;Fortaleza;2018-08-06;133
HL1020;2;Guarulhos;2018-08-06;327
HL1017;1;São Paulo;2018-08-06;718
HL1014;3;Recife;2018-08-06;5
HL1006;3;Rio de Janeiro;2018-08-06;325
HL1007;5;Guarulhos;2018-08-06;152
HL1005;4;Rio de Janeiro;2018-08-06;29
HL1021;5;Guarulhos;2018-08-07;440
HL1021;1;Fortaleza;2018-08-07;599
HL1002;4;Guarulhos;2018-08-07;479
HL1005;4;Salvador;2018-08-07;170
HL1022;5;Porto Alegre;2018-08-07;253
HL1015;4;Guarulhos;2018-08-07;119
HL1001;4;São Paulo;2018-08-07;748
HL1008;4;Nova Iguaço;2018-08-07;452
HL1016;2;Salvador;2018-08-07;109
HL1015;4;São Paulo;2018-08-07;725
HL1023;4;Goiânia;2018-08-08;296
HL1021;3;Nova Iguaço;2018-08-08;598
HL1020;1;Salvador;2018-08-08;34
HL1018;5;Curitiba;2018-08-08;271
HL1024;3;Curitiba;2018-08-08;240
HL1005;1;Recife;2018-08-08;227
HL1017;5;Belo Horizonte;2018-08-08;631
HL1021;4;Salvador;2018-08-08;675
HL1017;1;Goiânia;2018-08-08;738
HL1013;3;São Paulo;2018-08-08;541
HL1021;4;Niterói;2018-08-08;514
HL1007;2;Recife;2018-08-08;777
HL1006;3;São Paulo;2018-08-08;776
HL1023;3;Belo Horizonte;2018-08-08;660
HL1020;4;Niterói;2018-08-08;40
HL1012;2;Recife;2018-08-08;805
HL1022;3;Guarulhos;2018-08-08;479
HL1008;5;Campinas;2018-08-08;2
HL1018;5;Campinas;2018-08-08;257
HL1023;4;São Paulo;2018-08-08;446
HL1019;2;Niterói;2018-08-08;648
HL1011;5;Goiânia;2018-08-08;387
HL1009;2;Goiânia;2018-08-09;225
HL1023;5;Belo Horizonte;2018-08-09;626
HL1022;3;Guarulhos;2018-08-09;610
HL1013;1;Campinas;2018-08-09;447
HL1024;5;Fortaleza;2018-08-09;621
HL1020;1;Porto Alegre;2018-08-09;38
HL1009;5;Belo Horizonte;2018-08-09;590
HL1008;2;Rio de Janeiro;2018-08-09;52
HL1019;2;Recife;2018-08-09;500
HL1021;2;Curitiba;2018-08-09;95
HL1012;3;Porto Alegre;2018-08-09;159
HL1016;3;São Paulo;2018-08-09;55
HL1002;2;Guarulhos;2018-08-09;119
HL1001;5;Porto Alegre;2018-08-09;416
HL1005;5;Campinas;2018-08-09;766
HL1001;5;Guarulhos;2018-08-09;233
HL1008;3;Guarulhos;2018-08-10;440
HL1007;5;São Paulo;2018-08-10;160
HL1008;3;Recife;2018-08-10;322
HL1015;5;Salvador;2018-08-10;769
HL1001;5;Recife;2018-08-10;70
HL1001;4;Fortaleza;2018-08-10;519
HL1009;3;Porto Alegre;2018-08-10;112
HL1020;2;Salvador;2018-08-10;170
HL1001;5;Fortaleza;2018-08-10;157
HL1014;1;Salvador;2018-08-10;301
HL1023;4;Campinas;2018-08-10;439
HL1020;2;Curitiba;2018-08-10;240
HL1023;5;Rio de Janeiro;2018-08-10;374
HL1017;2;Salvador;2018-08-10;16
HL1006;1;Nova Iguaço;2018-08-10;574
HL1006;1;Rio de Janeiro;2018-08-10;195
HL1019;3;Rio de Janeiro;2018-08-10;148
HL1023;2;Porto Alegre;2018-08-10;200
HL1024;5;Porto Alegre;2018-08-11;702
HL1022;5;Curitiba;2018-08-11;743
HL1011;5;Guarulhos;2018-08-11;290
HL1017;5;Salvador;2018-08-11;594
HL1013;4;Recife;2018-08-11;227
HL1024;1;Nova Iguaço;2018-08-11;579
HL1021;4;Campinas;2018-08-11;243
HL1016;5;Porto Alegre;2018-08-11;132
HL1021;4;Fortaleza;2018-08-11;445
HL1002;3;Campinas;2018-08-11;411
HL1021;5;Campinas;2018-08-11;793
HL1008;3;Salvador;2018-08-11;301
HL1020;4;Curitiba;2018-08-11;210
HL1009;2;Recife;2018-08-11;335
HL1009;2;Campinas;2018-08-11;639
HL1023;5;Belo Horizonte;2018-08-11;430
HL1009;1;Curitiba;2018-08-11;4
HL1010;4;Salvador;2018-08-11;174
HL1006;5;Guarulhos;2018-08-11;433
HL1018;5;Curitiba;2018-08-12;95
HL1018;5;Campinas;2018-08-12;96
HL1021;2;Nova Iguaço;2018-08-12;576
HL1021;4;Curitiba;2018-08-12;240
HL1022;2;São Paulo;2018-08-12;400
HL1014;1;Guarulhos;2018-08-12;577
HL1003;2;Goiânia;2018-08-12;425
HL1015;4;Rio de Janeiro;2018-08-12;558
HL1006;4;Belo Horizonte;2018-08-12;483
HL1007;3;Guarulhos;2018-08-12;212
HL1021;3;Curitiba;2018-08-12;293
HL1013;4;Campinas;2018-08-12;191
HL1016;1;Guarulhos;2018-08-12;561
HL1012;3;Rio de Janeiro;2018-08-12;326
HL1022;3;Nova Iguaço;2018-08-12;77
HL1024;5;Nova Iguaço;2018-08-12;576
HL1015;1;Recife;2018-08-13;254
HL1010;5;Porto Alegre;2018-08-13;794
HL1011;3;Fortaleza;2018-08-13;519
HL1002;5;São Paulo;2018-08-13;718
HL1019;4;Recife;2018-08-13;254
HL1017;4;Belo Horizonte;2018-08-13;193
HL1018;4;Goiânia;2018-08-13;414
HL1020;3;Niterói;2018-08-13;71
HL1024;3;Niterói;2018-08-13;473
HL1010;4;Guarulhos;2018-08-13;233
HL1013;4;Guarulhos;2018-08-13;187
HL1006;2;Guarulhos;2018-08-13;358
HL1012;4;Salvador;2018-08-13;775
HL1007;2;Fortaleza;2018-08-13;279
HL1004;3;Niterói;2018-08-13;401
HL1022;1;Guarulhos;2018-08-13;600
HL1006;2;Niterói;2018-08-13;767
HL1023;2;Goiânia;2018-08-13;173
HL1015;4;São Paulo;2018-08-13;55
HL1002;5;Curitiba;2018-08-13;774
HL1024;2;Belo Horizonte;2018-08-13;506
HL1014;3;Salvador;2018-08-13;775
HL1018;4;Nova Iguaço;2018-08-13;33
HL1019;1;Belo Horizonte;2018-08-14;18
HL1024;3;Recife;2018-08-14;117
HL1010;2;Goiânia;2018-08-14;172
HL1016;2;Porto Alegre;2018-08-14;785
HL1013;4;Rio de Janeiro;2018-08-14;374
HL1024;3;Curitiba;2018-08-14;743
HL1015;4;Porto Alegre;2018-08-14;733
HL1023;3;Campinas;2018-08-14;659
HL1001;3;Recife;2018-08-14;158
HL1017;3;Recife;2018-08-14;169
HL1021;2;Niterói;2018-08-14;708
HL1019;1;Guarulhos;2018-08-14;290
HL1019;3;Guarulhos;2018-08-14;260
HL1014;3;Belo Horizonte;2018-08-14;497
HL1015;2;Guarulhos;2018-08-14;369
HL1014;2;Goiânia;2018-08-14;674
HL1010;1;Porto Alegre;2018-08-14;644
HL1007;4;Goiânia;2018-08-14;532
HL1020;5;Goiânia;2018-08-14;204
HL1006;2;Fortaleza;2018-08-14;286
HL1020;4;Rio de Janeiro;2018-08-14;374
HL1021;1;Belo Horizonte;2018-08-14;413
HL1013;4;Fortaleza;2018-08-14;480
HL1022;4;Porto Alegre;2018-08-14;115
HL1006;2;Goiânia;2018-08-14;17
HL1020;2;Niterói;2018-08-15;94
HL1019;1;Belo Horizonte;2018-08-15;497
HL1009;4;Recife;2018-08-15;805
HL1018;1;Recife;2018-08-15;566
HL1015;3;Goiânia;2018-08-15;177
HL1004;4;Campinas;2018-08-15;635
HL1021;4;Fortaleza;2018-08-15;461
HL1022;2;Rio de Janeiro;2018-08-15;377
HL1017;4;Campinas;2018-08-15;656
HL1021;2;Guarulhos;2018-08-15;122
HL1022;3;Niterói;2018-08-15;523
HL1003;1;Nova Iguaço;2018-08-15;579
HL1024;5;Nova Iguaço;2018-08-15;569
HL1008;5;Campinas;2018-08-15;108
HL1013;5;Guarulhos;2018-08-15;344
HL1013;2;Porto Alegre;2018-08-15;353
HL1022;1;Nova Iguaço;2018-08-15;680
HL1009;1;Niterói;2018-08-15;35
HL1014;5;Guarulhos;2018-08-16;152
HL1014;5;Campinas;2018-08-16;659
HL1007;1;Goiânia;2018-08-16;469
HL1012;4;Salvador;2018-08-16;90
HL1013;4;Belo Horizonte;2018-08-16;786
HL1022;1;Rio de Janeiro;2018-08-16;11
HL1020;1;Belo Horizonte;2018-08-16;430
HL1005;1;Guarulhos;2018-08-16;47
HL1006;5;Guarulhos;2018-08-16;294
HL1002;1;Nova Iguaço;2018-08-16;598
HL1011;5;Recife;2018-08-16;805
HL1008;2;Belo Horizonte;2018-08-16;357
HL1014;4;São Paulo;2018-08-16;312
HL1016;3;Belo Horizonte;2018-08-16;295
HL1018;3;Curitiba;2018-08-16;210
HL1012;1;Guarulhos;2018-08-16;206
HL1006;3;Goiânia;2018-08-16;679
HL1023;3;Guarulhos;2018-08-16;187
HL1011;2;Recife;2018-08-16;380
HL1020;1;Guarulhos;2018-08-16;433
HL1001;5;Goiânia;2018-08-16;615
HL1018;2;Salvador;2018-08-16;168
HL1024;2;Recife;2018-08-16;321
